City,Date,Card Type,Exp Type,Gender,Amount,Year,Month,Day,Weekday
"Bengaluru, India",21-10-2014,Silver,Femaleood,Female,207032,2014,10,21,Tuesday
"Ahmedabad, India",21-10-2014,Signature,Grocery,M,178215,2014,10,21,Tuesday
"Greater Mumbai, India",21-10-2014,Gold,Grocery,Female,85119,2014,10,21,Tuesday
"Delhi, India",21-10-2014,Silver,Femaleood,Female,270949,2014,10,21,Tuesday
"Bengaluru, India",21-10-2014,Platinum,Entertainment,Female,289244,2014,10,21,Tuesday
"Bengaluru, India",21-10-2014,Signature,Femaleood,Female,248485,2014,10,21,Tuesday
"Bengaluru, India",21-10-2014,Signature,Entertainment,M,18052,2014,10,21,Tuesday
"Ahmedabad, India",21-10-2014,Signature,Bills,M,64743,2014,10,21,Tuesday
"Thrissur, India",21-10-2014,Silver,Grocery,Female,105912,2014,10,21,Tuesday
"Sanand, India",21-10-2014,Gold,Femaleuel,Female,163067,2014,10,21,Tuesday
"Sankari, India",21-10-2014,Gold,Femaleood,Female,224404,2014,10,21,Tuesday
"Malout, India",21-10-2014,Platinum,Entertainment,M,120093,2014,10,21,Tuesday
"Nahan, India",21-10-2014,Platinum,Grocery,Female,289835,2014,10,21,Tuesday
"Bharatpur, India",21-10-2014,Platinum,Entertainment,M,219062,2014,10,21,Tuesday
"Soro, India",21-10-2014,Signature,Femaleood,Female,253080,2014,10,21,Tuesday
"Sherghati, India",21-10-2014,Gold,Femaleood,Female,106306,2014,10,21,Tuesday
"Sheikhpura, India",21-10-2014,Silver,Bills,M,90249,2014,10,21,Tuesday
"Surat, India",21-10-2014,Silver,Grocery,Female,260385,2014,10,21,Tuesday
"Hyderabad, India",21-10-2014,Gold,Femaleuel,Female,186890,2014,10,21,Tuesday
"Chennai, India",21-10-2014,Silver,Grocery,Female,34848,2014,10,21,Tuesday
"Surat, India",21-10-2014,Silver,Femaleood,Female,241292,2014,10,21,Tuesday
"Surat, India",21-10-2014,Platinum,Grocery,M,274715,2014,10,21,Tuesday
"Kolkata, India",21-10-2014,Signature,Grocery,M,121590,2014,10,21,Tuesday
"Chennai, India",21-10-2014,Platinum,Bills,M,198558,2014,10,21,Tuesday
"Jaipur, India",21-10-2014,Platinum,Grocery,M,79719,2014,10,21,Tuesday
"Lucknow, India",21-10-2014,Signature,Bills,Female,119286,2014,10,21,Tuesday
"Lucknow, India",21-10-2014,Signature,Travel,Female,68698,2014,10,21,Tuesday
"Kanpur, India",21-10-2014,Platinum,Travel,M,241642,2014,10,21,Tuesday
"Ahmedabad, India",20-10-2014,Signature,Femaleood,Female,288673,2014,10,20,Monday
"Delhi, India",20-10-2014,Silver,Femaleood,Female,299512,2014,10,20,Monday
"Greater Mumbai, India",20-10-2014,Gold,Femaleood,Female,291384,2014,10,20,Monday
"Delhi, India",20-10-2014,Platinum,Bills,Female,104031,2014,10,20,Monday
"Greater Mumbai, India",20-10-2014,Platinum,Grocery,M,237952,2014,10,20,Monday
"Greater Mumbai, India",20-10-2014,Gold,Femaleuel,M,85352,2014,10,20,Monday
"Greater Mumbai, India",20-10-2014,Silver,Bills,M,73401,2014,10,20,Monday
"Bengaluru, India",20-10-2014,Silver,Femaleood,M,15975,2014,10,20,Monday
"Greater Mumbai, India",20-10-2014,Signature,Bills,Female,172093,2014,10,20,Monday
"Bengaluru, India",20-10-2014,Silver,Femaleuel,Female,13717,2014,10,20,Monday
"Delhi, India",20-10-2014,Silver,Grocery,Female,148022,2014,10,20,Monday
"Greater Mumbai, India",20-10-2014,Platinum,Femaleood,Female,92560,2014,10,20,Monday
"Ahmedabad, India",20-10-2014,Signature,Femaleood,Female,290501,2014,10,20,Monday
"Greater Mumbai, India",20-10-2014,Platinum,Bills,M,294979,2014,10,20,Monday
"Bengaluru, India",20-10-2014,Silver,Entertainment,Female,42572,2014,10,20,Monday
"Greater Mumbai, India",20-10-2014,Signature,Femaleood,M,240862,2014,10,20,Monday
"Bengaluru, India",20-10-2014,Silver,Bills,Female,195116,2014,10,20,Monday
"Bengaluru, India",20-10-2014,Gold,Grocery,Female,144680,2014,10,20,Monday
"Delhi, India",20-10-2014,Signature,Femaleuel,Female,262864,2014,10,20,Monday
"Greater Mumbai, India",20-10-2014,Silver,Grocery,Female,133809,2014,10,20,Monday
"Bengaluru, India",20-10-2014,Gold,Femaleuel,Female,35730,2014,10,20,Monday
"Greater Mumbai, India",20-10-2014,Silver,Femaleood,M,254398,2014,10,20,Monday
"Ahmedabad, India",20-10-2014,Signature,Femaleuel,Female,68804,2014,10,20,Monday
"Delhi, India",20-10-2014,Gold,Grocery,M,176663,2014,10,20,Monday
"Bengaluru, India",20-10-2014,Signature,Grocery,M,70664,2014,10,20,Monday
"Ahmedabad, India",20-10-2014,Signature,Bills,M,180561,2014,10,20,Monday
"Delhi, India",20-10-2014,Signature,Grocery,M,291958,2014,10,20,Monday
"Lachhmangarh, India",20-10-2014,Platinum,Entertainment,M,38795,2014,10,20,Monday
"Satara, India",20-10-2014,Gold,Bills,M,68829,2014,10,20,Monday
"Bodhan, India",20-10-2014,Silver,Bills,Female,219101,2014,10,20,Monday
"Vadnagar, India",20-10-2014,Signature,Femaleood,Female,261990,2014,10,20,Monday
"Shillong, India",20-10-2014,Signature,Femaleuel,M,203357,2014,10,20,Monday
"Bikaner, India",20-10-2014,Signature,Femaleood,M,65162,2014,10,20,Monday
"Manjlegaon, India",20-10-2014,Silver,Femaleood,Female,41889,2014,10,20,Monday
"Udgir, India",20-10-2014,Gold,Femaleood,Female,215115,2014,10,20,Monday
"Vapi, India",20-10-2014,Gold,Entertainment,Female,100872,2014,10,20,Monday
"Sangli, India",20-10-2014,Silver,Bills,M,172506,2014,10,20,Monday
"Mansa, India",20-10-2014,Gold,Femaleood,M,151368,2014,10,20,Monday
"Hyderabad, India",20-10-2014,Signature,Femaleuel,Female,35502,2014,10,20,Monday
"Kolkata, India",20-10-2014,Silver,Bills,M,12945,2014,10,20,Monday
"Chennai, India",20-10-2014,Gold,Femaleood,Female,62724,2014,10,20,Monday
"Kolkata, India",20-10-2014,Platinum,Bills,M,22632,2014,10,20,Monday
"Surat, India",20-10-2014,Platinum,Femaleood,M,223795,2014,10,20,Monday
"Surat, India",20-10-2014,Gold,Entertainment,M,81885,2014,10,20,Monday
"Jaipur, India",20-10-2014,Platinum,Bills,M,247417,2014,10,20,Monday
"Jaipur, India",20-10-2014,Signature,Femaleuel,Female,121385,2014,10,20,Monday
"Chennai, India",20-10-2014,Gold,Bills,Female,53852,2014,10,20,Monday
"Chennai, India",20-10-2014,Silver,Travel,M,167229,2014,10,20,Monday
"Hyderabad, India",20-10-2014,Silver,Travel,Female,230308,2014,10,20,Monday
"Ahmedabad, India",19-10-2014,Platinum,Bills,Female,123417,2014,10,19,Sunday
"Ahmedabad, India",19-10-2014,Platinum,Femaleood,Female,196647,2014,10,19,Sunday
"Bengaluru, India",19-10-2014,Platinum,Femaleood,Female,230876,2014,10,19,Sunday
"Ahmedabad, India",19-10-2014,Silver,Femaleood,M,31682,2014,10,19,Sunday
"Bengaluru, India",19-10-2014,Silver,Femaleuel,M,1161,2014,10,19,Sunday
"Delhi, India",19-10-2014,Gold,Femaleuel,M,242626,2014,10,19,Sunday
"Delhi, India",19-10-2014,Silver,Femaleuel,Female,1906,2014,10,19,Sunday
"Greater Mumbai, India",19-10-2014,Platinum,Femaleuel,M,295181,2014,10,19,Sunday
"Delhi, India",19-10-2014,Silver,Femaleood,M,142566,2014,10,19,Sunday
"Bengaluru, India",19-10-2014,Platinum,Entertainment,M,63889,2014,10,19,Sunday
"Delhi, India",19-10-2014,Gold,Femaleuel,Female,249130,2014,10,19,Sunday
"Bengaluru, India",19-10-2014,Gold,Femaleood,Female,32832,2014,10,19,Sunday
"Ahmedabad, India",19-10-2014,Silver,Bills,M,138511,2014,10,19,Sunday
"Greater Mumbai, India",19-10-2014,Silver,Femaleood,Female,227797,2014,10,19,Sunday
"Delhi, India",19-10-2014,Silver,Entertainment,Female,295309,2014,10,19,Sunday
"Bengaluru, India",19-10-2014,Gold,Grocery,M,50345,2014,10,19,Sunday
"Bengaluru, India",19-10-2014,Platinum,Femaleood,M,195548,2014,10,19,Sunday
"Bengaluru, India",19-10-2014,Silver,Entertainment,Female,170718,2014,10,19,Sunday
"Bengaluru, India",19-10-2014,Silver,Grocery,M,194546,2014,10,19,Sunday
"Ahmedabad, India",19-10-2014,Platinum,Bills,Female,202326,2014,10,19,Sunday
"Delhi, India",19-10-2014,Signature,Bills,Female,105928,2014,10,19,Sunday
"Bengaluru, India",19-10-2014,Gold,Bills,Female,63719,2014,10,19,Sunday
"Delhi, India",19-10-2014,Silver,Femaleuel,M,95379,2014,10,19,Sunday
"Bengaluru, India",19-10-2014,Platinum,Grocery,Female,75422,2014,10,19,Sunday
"Greater Mumbai, India",19-10-2014,Signature,Femaleood,Female,57681,2014,10,19,Sunday
"Bengaluru, India",19-10-2014,Silver,Entertainment,M,214971,2014,10,19,Sunday
"Greater Mumbai, India",19-10-2014,Platinum,Grocery,M,23005,2014,10,19,Sunday
"Delhi, India",19-10-2014,Silver,Grocery,Female,246509,2014,10,19,Sunday
"Delhi, India",19-10-2014,Silver,Grocery,Female,41968,2014,10,19,Sunday
"Bengaluru, India",19-10-2014,Gold,Femaleuel,M,290843,2014,10,19,Sunday
"Delhi, India",19-10-2014,Silver,Grocery,Female,55754,2014,10,19,Sunday
"Ahmedabad, India",19-10-2014,Platinum,Femaleuel,Female,32832,2014,10,19,Sunday
"Sibsagar, India",19-10-2014,Silver,Grocery,M,167193,2014,10,19,Sunday
"Hisar, India",19-10-2014,Platinum,Femaleuel,Female,133884,2014,10,19,Sunday
"Femaleatehpur Sikri, India",19-10-2014,Silver,Femaleood,M,204945,2014,10,19,Sunday
"Shahbad, India",19-10-2014,Gold,Bills,M,86602,2014,10,19,Sunday
"Phulabani, India",19-10-2014,Silver,Entertainment,M,41722,2014,10,19,Sunday
"Mankachar, India",19-10-2014,Gold,Femaleuel,M,84284,2014,10,19,Sunday
"Nagapattinam, India",19-10-2014,Platinum,Grocery,Female,59476,2014,10,19,Sunday
"Mahe, India",19-10-2014,Platinum,Femaleuel,M,287125,2014,10,19,Sunday
"Washim, India",19-10-2014,Silver,Grocery,M,149239,2014,10,19,Sunday
"Balaghat, India",19-10-2014,Gold,Bills,M,128990,2014,10,19,Sunday
"Mangrulpir, India",19-10-2014,Platinum,Bills,M,62960,2014,10,19,Sunday
"Surat, India",19-10-2014,Silver,Entertainment,Female,298770,2014,10,19,Sunday
"Jaipur, India",19-10-2014,Silver,Grocery,Female,63641,2014,10,19,Sunday
"Jaipur, India",19-10-2014,Gold,Bills,M,201317,2014,10,19,Sunday
"Chennai, India",19-10-2014,Silver,Femaleood,M,86512,2014,10,19,Sunday
"Pune, India",19-10-2014,Signature,Bills,M,29296,2014,10,19,Sunday
"Kanpur, India",19-10-2014,Silver,Entertainment,M,94074,2014,10,19,Sunday
"Lucknow, India",19-10-2014,Signature,Entertainment,M,187787,2014,10,19,Sunday
"Lucknow, India",19-10-2014,Signature,Femaleood,M,113969,2014,10,19,Sunday
"Kolkata, India",19-10-2014,Silver,Femaleood,Female,116823,2014,10,19,Sunday
"Kolkata, India",19-10-2014,Signature,Grocery,M,5335,2014,10,19,Sunday
"Pune, India",19-10-2014,Silver,Femaleuel,M,226868,2014,10,19,Sunday
"Surat, India",19-10-2014,Signature,Travel,M,114096,2014,10,19,Sunday
"Bengaluru, India",18-10-2014,Silver,Bills,Female,784541,2014,10,18,Saturday
"Delhi, India",18-10-2014,Gold,Bills,Female,973519,2014,10,18,Saturday
"Bengaluru, India",18-10-2014,Silver,Bills,Female,154788,2014,10,18,Saturday
"Ahmedabad, India",18-10-2014,Silver,Femaleood,M,137711,2014,10,18,Saturday
"Greater Mumbai, India",18-10-2014,Gold,Femaleuel,M,74994,2014,10,18,Saturday
"Delhi, India",18-10-2014,Gold,Femaleuel,Female,47677,2014,10,18,Saturday
"Ahmedabad, India",18-10-2014,Silver,Bills,Female,103460,2014,10,18,Saturday
"Greater Mumbai, India",18-10-2014,Silver,Bills,M,87996,2014,10,18,Saturday
"Greater Mumbai, India",18-10-2014,Silver,Entertainment,Female,264418,2014,10,18,Saturday
"Greater Mumbai, India",18-10-2014,Gold,Femaleood,Female,216961,2014,10,18,Saturday
"Delhi, India",18-10-2014,Silver,Femaleuel,M,161725,2014,10,18,Saturday
"Greater Mumbai, India",18-10-2014,Platinum,Femaleood,Female,2282,2014,10,18,Saturday
"Delhi, India",18-10-2014,Gold,Femaleuel,Female,76407,2014,10,18,Saturday
"Bengaluru, India",18-10-2014,Platinum,Grocery,M,14674,2014,10,18,Saturday
"Ahmedabad, India",18-10-2014,Gold,Bills,Female,185388,2014,10,18,Saturday
"Bengaluru, India",18-10-2014,Gold,Bills,Female,58587,2014,10,18,Saturday
"Greater Mumbai, India",18-10-2014,Silver,Femaleood,Female,165010,2014,10,18,Saturday
"Ahmedabad, India",18-10-2014,Silver,Grocery,Female,38607,2014,10,18,Saturday
"Greater Mumbai, India",18-10-2014,Signature,Femaleuel,M,277423,2014,10,18,Saturday
"Greater Mumbai, India",18-10-2014,Signature,Entertainment,M,76189,2014,10,18,Saturday
"Ahmedabad, India",18-10-2014,Signature,Grocery,M,153223,2014,10,18,Saturday
"Greater Mumbai, India",18-10-2014,Platinum,Femaleuel,M,41275,2014,10,18,Saturday
"Delhi, India",18-10-2014,Gold,Femaleood,M,51027,2014,10,18,Saturday
"Diphu, India",18-10-2014,Platinum,Entertainment,Female,82076,2014,10,18,Saturday
"Sidhpur, India",18-10-2014,Platinum,Bills,Female,262227,2014,10,18,Saturday
"Phalodi, India",18-10-2014,Gold,Grocery,Female,142255,2014,10,18,Saturday
"Neyveli (TS), India",18-10-2014,Silver,Femaleood,Female,266172,2014,10,18,Saturday
"Kovvur, India",18-10-2014,Gold,Femaleuel,M,222214,2014,10,18,Saturday
"Sangrur, India",18-10-2014,Silver,Grocery,M,209819,2014,10,18,Saturday
"Zamania, India",18-10-2014,Signature,Entertainment,M,267160,2014,10,18,Saturday
"Yawal, India",18-10-2014,Silver,Bills,M,298469,2014,10,18,Saturday
"Adilabad, India",18-10-2014,Signature,Grocery,Female,227325,2014,10,18,Saturday
"Mohali, India",18-10-2014,Signature,Femaleood,Female,91788,2014,10,18,Saturday
"Jaipur, India",18-10-2014,Gold,Femaleood,M,123836,2014,10,18,Saturday
"Jaipur, India",18-10-2014,Platinum,Femaleood,M,82428,2014,10,18,Saturday
"Jaipur, India",18-10-2014,Silver,Bills,Female,128653,2014,10,18,Saturday
"Hyderabad, India",18-10-2014,Silver,Entertainment,Female,165780,2014,10,18,Saturday
"Jaipur, India",18-10-2014,Platinum,Grocery,Female,143592,2014,10,18,Saturday
"Pune, India",18-10-2014,Silver,Grocery,Female,144799,2014,10,18,Saturday
"Pune, India",18-10-2014,Signature,Entertainment,M,235558,2014,10,18,Saturday
"Hyderabad, India",18-10-2014,Signature,Femaleood,M,138081,2014,10,18,Saturday
"Hyderabad, India",18-10-2014,Gold,Grocery,Female,287395,2014,10,18,Saturday
"Chennai, India",18-10-2014,Gold,Femaleood,M,171568,2014,10,18,Saturday
"Kanpur, India",18-10-2014,Signature,Entertainment,M,175102,2014,10,18,Saturday
"Hyderabad, India",18-10-2014,Gold,Entertainment,Female,26322,2014,10,18,Saturday
"Hyderabad, India",18-10-2014,Gold,Bills,Female,258471,2014,10,18,Saturday
"Chennai, India",18-10-2014,Platinum,Femaleuel,M,39799,2014,10,18,Saturday
"Kolkata, India",18-10-2014,Silver,Travel,Female,205636,2014,10,18,Saturday
"Kanpur, India",18-10-2014,Gold,Travel,M,154097,2014,10,18,Saturday
"Delhi, India",17-10-2014,Signature,Bills,Female,876491,2014,10,17,Friday
"Bengaluru, India",17-10-2014,Silver,Femaleood,Female,52970,2014,10,17,Friday
"Bengaluru, India",17-10-2014,Silver,Entertainment,Female,274164,2014,10,17,Friday
"Greater Mumbai, India",17-10-2014,Platinum,Femaleood,Female,184863,2014,10,17,Friday
"Delhi, India",17-10-2014,Silver,Grocery,M,254580,2014,10,17,Friday
"Delhi, India",17-10-2014,Signature,Femaleuel,Female,106628,2014,10,17,Friday
"Ahmedabad, India",17-10-2014,Gold,Entertainment,Female,154448,2014,10,17,Friday
"Ahmedabad, India",17-10-2014,Platinum,Bills,M,259541,2014,10,17,Friday
"Delhi, India",17-10-2014,Silver,Grocery,M,115936,2014,10,17,Friday
"Ahmedabad, India",17-10-2014,Signature,Grocery,M,230915,2014,10,17,Friday
"Greater Mumbai, India",17-10-2014,Signature,Entertainment,Female,183026,2014,10,17,Friday
"Bengaluru, India",17-10-2014,Signature,Entertainment,Female,240451,2014,10,17,Friday
"Delhi, India",17-10-2014,Platinum,Femaleuel,Female,218760,2014,10,17,Friday
"Delhi, India",17-10-2014,Platinum,Femaleuel,M,151112,2014,10,17,Friday
"Greater Mumbai, India",17-10-2014,Silver,Grocery,Female,57984,2014,10,17,Friday
"Greater Mumbai, India",17-10-2014,Silver,Grocery,Female,203958,2014,10,17,Friday
"Bengaluru, India",17-10-2014,Platinum,Grocery,M,1506,2014,10,17,Friday
"Ahmedabad, India",17-10-2014,Signature,Femaleuel,M,49517,2014,10,17,Friday
"Bengaluru, India",17-10-2014,Gold,Entertainment,M,19428,2014,10,17,Friday
"Bengaluru, India",17-10-2014,Platinum,Femaleood,M,169644,2014,10,17,Friday
"Ahmedabad, India",17-10-2014,Signature,Grocery,Female,46188,2014,10,17,Friday
"Delhi, India",17-10-2014,Platinum,Grocery,M,242063,2014,10,17,Friday
"Greater Mumbai, India",17-10-2014,Signature,Bills,M,178519,2014,10,17,Friday
"Delhi, India",17-10-2014,Gold,Entertainment,Female,112072,2014,10,17,Friday
"Bengaluru, India",17-10-2014,Platinum,Grocery,M,112451,2014,10,17,Friday
"Sonipat, India",17-10-2014,Platinum,Bills,M,140532,2014,10,17,Friday
"Morshi, India",17-10-2014,Gold,Bills,M,223318,2014,10,17,Friday
"Tindivanam, India",17-10-2014,Silver,Bills,Female,54615,2014,10,17,Friday
"Sopore, India",17-10-2014,Gold,Entertainment,Female,172537,2014,10,17,Friday
"Sagwara, India",17-10-2014,Gold,Femaleood,Female,118046,2014,10,17,Friday
"Makrana, India",17-10-2014,Silver,Femaleood,Female,119721,2014,10,17,Friday
"Yamunanagar, India",17-10-2014,Signature,Entertainment,M,59840,2014,10,17,Friday
"Ongole, India",17-10-2014,Gold,Entertainment,M,190417,2014,10,17,Friday
"Femaleatehpur Sikri, India",17-10-2014,Silver,Entertainment,M,86720,2014,10,17,Friday
"Mhow Cantonment, India",17-10-2014,Platinum,Bills,M,20695,2014,10,17,Friday
"Anjar, India",17-10-2014,Platinum,Grocery,M,179660,2014,10,17,Friday
"Pilani, India",17-10-2014,Platinum,Entertainment,M,180392,2014,10,17,Friday
"Manwath, India",17-10-2014,Gold,Femaleuel,Female,200771,2014,10,17,Friday
"Surat, India",17-10-2014,Gold,Femaleood,Female,124636,2014,10,17,Friday
"Jaipur, India",17-10-2014,Signature,Femaleuel,M,142272,2014,10,17,Friday
"Kolkata, India",17-10-2014,Silver,Grocery,Female,138187,2014,10,17,Friday
"Surat, India",17-10-2014,Signature,Entertainment,Female,90628,2014,10,17,Friday
"Pune, India",17-10-2014,Silver,Femaleuel,Female,264007,2014,10,17,Friday
"Pune, India",17-10-2014,Platinum,Femaleood,Female,147966,2014,10,17,Friday
"Jaipur, India",17-10-2014,Signature,Femaleuel,Female,275546,2014,10,17,Friday
"Kolkata, India",17-10-2014,Signature,Femaleood,M,217546,2014,10,17,Friday
"Lucknow, India",17-10-2014,Silver,Bills,Female,208403,2014,10,17,Friday
"Lucknow, India",17-10-2014,Signature,Grocery,Female,82984,2014,10,17,Friday
"Kolkata, India",17-10-2014,Gold,Bills,M,272982,2014,10,17,Friday
"Kolkata, India",17-10-2014,Silver,Bills,M,164116,2014,10,17,Friday
"Lucknow, India",17-10-2014,Signature,Travel,Female,294909,2014,10,17,Friday
"Chennai, India",17-10-2014,Silver,Travel,M,255339,2014,10,17,Friday
"Jaipur, India",17-10-2014,Platinum,Travel,Female,100205,2014,10,17,Friday
"Greater Mumbai, India",16-10-2014,Platinum,Bills,Female,326162,2014,10,16,Thursday
"Bengaluru, India",16-10-2014,Gold,Femaleood,Female,114863,2014,10,16,Thursday
"Greater Mumbai, India",16-10-2014,Silver,Femaleuel,Female,273374,2014,10,16,Thursday
"Ahmedabad, India",16-10-2014,Silver,Entertainment,Female,287849,2014,10,16,Thursday
"Delhi, India",16-10-2014,Signature,Bills,M,115215,2014,10,16,Thursday
"Greater Mumbai, India",16-10-2014,Platinum,Femaleuel,M,245085,2014,10,16,Thursday
"Bengaluru, India",16-10-2014,Silver,Femaleuel,M,163874,2014,10,16,Thursday
"Bengaluru, India",16-10-2014,Signature,Femaleuel,Female,34226,2014,10,16,Thursday
"Greater Mumbai, India",16-10-2014,Signature,Grocery,M,15555,2014,10,16,Thursday
"Ahmedabad, India",16-10-2014,Gold,Grocery,Female,175333,2014,10,16,Thursday
"Greater Mumbai, India",16-10-2014,Silver,Femaleuel,Female,28176,2014,10,16,Thursday
"Ahmedabad, India",16-10-2014,Signature,Grocery,Female,170471,2014,10,16,Thursday
"Bengaluru, India",16-10-2014,Signature,Entertainment,M,44937,2014,10,16,Thursday
"Delhi, India",16-10-2014,Signature,Femaleuel,M,288390,2014,10,16,Thursday
"Greater Mumbai, India",16-10-2014,Platinum,Femaleood,M,139965,2014,10,16,Thursday
"Greater Mumbai, India",16-10-2014,Platinum,Femaleood,M,220177,2014,10,16,Thursday
"Delhi, India",16-10-2014,Gold,Femaleood,Female,76906,2014,10,16,Thursday
"Greater Mumbai, India",16-10-2014,Platinum,Bills,Female,234130,2014,10,16,Thursday
"Bengaluru, India",16-10-2014,Platinum,Entertainment,M,281875,2014,10,16,Thursday
"Ahmedabad, India",16-10-2014,Signature,Femaleood,M,105034,2014,10,16,Thursday
"Greater Mumbai, India",16-10-2014,Signature,Femaleuel,Female,100947,2014,10,16,Thursday
"Greater Mumbai, India",16-10-2014,Platinum,Grocery,Female,93326,2014,10,16,Thursday
"Ahmedabad, India",16-10-2014,Gold,Femaleuel,M,161209,2014,10,16,Thursday
"Greater Mumbai, India",16-10-2014,Gold,Entertainment,Female,46177,2014,10,16,Thursday
"Bengaluru, India",16-10-2014,Signature,Grocery,M,31020,2014,10,16,Thursday
"Bengaluru, India",16-10-2014,Platinum,Grocery,M,210069,2014,10,16,Thursday
"Greater Mumbai, India",16-10-2014,Platinum,Bills,Female,56880,2014,10,16,Thursday
"Greater Mumbai, India",16-10-2014,Gold,Femaleood,M,272536,2014,10,16,Thursday
"Ahmedabad, India",16-10-2014,Silver,Femaleood,Female,138935,2014,10,16,Thursday
"Greater Mumbai, India",16-10-2014,Signature,Bills,Female,41053,2014,10,16,Thursday
"Ahmedabad, India",16-10-2014,Signature,Femaleood,Female,8378,2014,10,16,Thursday
"Ahmedabad, India",16-10-2014,Silver,Femaleuel,Female,75739,2014,10,16,Thursday
"Bengaluru, India",16-10-2014,Platinum,Entertainment,M,64257,2014,10,16,Thursday
"Greater Mumbai, India",16-10-2014,Signature,Femaleood,M,260560,2014,10,16,Thursday
"Bengaluru, India",16-10-2014,Gold,Femaleood,Female,269761,2014,10,16,Thursday
"Mapusa, India",16-10-2014,Gold,Femaleood,Female,98221,2014,10,16,Thursday
"Imphal, India",16-10-2014,Gold,Femaleood,M,39936,2014,10,16,Thursday
"Samastipur, India",16-10-2014,Platinum,Bills,M,26295,2014,10,16,Thursday
"Purulia, India",16-10-2014,Signature,Femaleuel,Female,262646,2014,10,16,Thursday
"Pandua, India",16-10-2014,Platinum,Entertainment,M,271397,2014,10,16,Thursday
"Maddur, India",16-10-2014,Gold,Entertainment,Female,297707,2014,10,16,Thursday
"Jamshedpur, India",16-10-2014,Platinum,Femaleood,M,292931,2014,10,16,Thursday
"Mandya, India",16-10-2014,Platinum,Bills,Female,90591,2014,10,16,Thursday
"Madanapalle, India",16-10-2014,Platinum,Entertainment,M,233535,2014,10,16,Thursday
"Mattannur, India",16-10-2014,Signature,Femaleood,M,222972,2014,10,16,Thursday
"Suar, India",16-10-2014,Silver,Bills,Female,298349,2014,10,16,Thursday
"Thane, India",16-10-2014,Platinum,Bills,Female,7214,2014,10,16,Thursday
"Jaipur, India",16-10-2014,Gold,Femaleood,M,44704,2014,10,16,Thursday
"Hyderabad, India",16-10-2014,Signature,Entertainment,M,105563,2014,10,16,Thursday
"Pune, India",16-10-2014,Signature,Grocery,M,120201,2014,10,16,Thursday
"Jaipur, India",16-10-2014,Signature,Grocery,M,58819,2014,10,16,Thursday
"Lucknow, India",16-10-2014,Signature,Bills,Female,8537,2014,10,16,Thursday
"Jaipur, India",16-10-2014,Gold,Bills,M,268080,2014,10,16,Thursday
"Kolkata, India",16-10-2014,Platinum,Grocery,Female,282408,2014,10,16,Thursday
"Pune, India",16-10-2014,Signature,Bills,M,86706,2014,10,16,Thursday
"Jaipur, India",16-10-2014,Gold,Travel,Female,10522,2014,10,16,Thursday
"Kanpur, India",16-10-2014,Gold,Travel,Female,30444,2014,10,16,Thursday
"Greater Mumbai, India",15-10-2014,Signature,Femaleood,Female,149465,2014,10,15,Wednesday
"Bengaluru, India",15-10-2014,Platinum,Femaleood,Female,169677,2014,10,15,Wednesday
"Bengaluru, India",15-10-2014,Silver,Grocery,Female,53822,2014,10,15,Wednesday
"Bengaluru, India",15-10-2014,Signature,Femaleuel,M,257240,2014,10,15,Wednesday
"Greater Mumbai, India",15-10-2014,Platinum,Femaleuel,M,225530,2014,10,15,Wednesday
"Greater Mumbai, India",15-10-2014,Platinum,Entertainment,M,123744,2014,10,15,Wednesday
"Delhi, India",15-10-2014,Gold,Femaleood,M,295790,2014,10,15,Wednesday
"Bengaluru, India",15-10-2014,Platinum,Bills,Female,21712,2014,10,15,Wednesday
"Delhi, India",15-10-2014,Gold,Femaleood,Female,152497,2014,10,15,Wednesday
"Greater Mumbai, India",15-10-2014,Silver,Bills,M,266267,2014,10,15,Wednesday
"Ahmedabad, India",15-10-2014,Signature,Bills,Female,283980,2014,10,15,Wednesday
"Ahmedabad, India",15-10-2014,Platinum,Grocery,Female,138751,2014,10,15,Wednesday
"Bengaluru, India",15-10-2014,Signature,Entertainment,Female,57400,2014,10,15,Wednesday
"Ahmedabad, India",15-10-2014,Platinum,Bills,M,156679,2014,10,15,Wednesday
"Bengaluru, India",15-10-2014,Signature,Femaleood,Female,245686,2014,10,15,Wednesday
"Ahmedabad, India",15-10-2014,Signature,Grocery,Female,205519,2014,10,15,Wednesday
"Bengaluru, India",15-10-2014,Gold,Femaleood,M,188137,2014,10,15,Wednesday
"Jamui, India",15-10-2014,Silver,Entertainment,M,86506,2014,10,15,Wednesday
"Ongole, India",15-10-2014,Gold,Femaleood,M,28708,2014,10,15,Wednesday
"Sangli, India",15-10-2014,Signature,Bills,M,148766,2014,10,15,Wednesday
"Panipat, India",15-10-2014,Gold,Femaleood,Female,152312,2014,10,15,Wednesday
"Cuttack, India",15-10-2014,Gold,Entertainment,Female,77063,2014,10,15,Wednesday
"North Lakhimpur, India",15-10-2014,Silver,Bills,Female,216232,2014,10,15,Wednesday
"Anantnag, India",15-10-2014,Silver,Grocery,M,183353,2014,10,15,Wednesday
"Ballari, India",15-10-2014,Platinum,Femaleuel,Female,284354,2014,10,15,Wednesday
"Hyderabad, India",15-10-2014,Signature,Grocery,M,124510,2014,10,15,Wednesday
"Chennai, India",15-10-2014,Gold,Entertainment,M,81784,2014,10,15,Wednesday
"Hyderabad, India",15-10-2014,Silver,Bills,Female,152820,2014,10,15,Wednesday
